place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query,category
ChIJo7CnDYRBvDsRP3IGX-de9LY,GREEN HOUSE HOLIDAY HOME STAY,,,17,4.5,,,081238 37477,,GREEN HOUSE HOLIDAY HOME STAY (Owner),https://www.google.com/maps/contrib/113378950131367109383,https://lh3.ggpht.com/p/AG0ilSxEPJ6sh7rHbcouTweIcwbfW0jHLeXhZR58bMdssxBu_0Bd-wiZ7xO-8GOSo-Vnux3GwzETdztg9kbL4Oe8oS2Mg1ZMwuHvlBaKnhZUvfK_886cblzWu9xpKNd8NMCYpKw1MpsMQcejnzpm=s1024,Home Stay,Home Stay,,,Open All Days,"Near St Anthony Charch.Ternamakki.NH 66, BEACH, Near, Murdeshwar, Karnataka 581421",price,https://www.google.com/maps/place/GREEN+HOUSE+HOLIDAY+HOME+STAY/data=!4m7!3m6!1s0x3bbc41840da7b0a3:0xb6f45ee75f06723f!8m2!3d14.065736!4d74.5068154!16s%2Fg%2F11w9rh9jzm!19sChIJo7CnDYRBvDsRP3IGX-de9LY?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJy9avCbNHvDsRxUmcfMbyG8c,Anrose Mates Home Stay,,,0,0,,https://anrosemateshomestay.homestaybuddy.in/,,,Anrose Mates Home Stay (Owner),https://www.google.com/maps/contrib/107266103057253028275,https://lh3.ggpht.com/p/AF1QipNcD1UWNe6mDKy-8NWMzeNy3m4zZbWa5IyFeQLd=s1024,Home Stay,Home Stay,,,Open All Days,"Christian Keri Bailur, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Anrose+Mates+Home+Stay/data=!4m7!3m6!1s0x3bbc47b309afd6cb:0xc71bf2c67c9c49c5!8m2!3d14.1187939!4d74.4858398!16s%2Fg%2F11xlj51hbr!19sChIJy9avCbNHvDsRxUmcfMbyG8c?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJZ-uVPh9HvDsR8hSyShN3pH0,Katthi mane,,,5,4.2,"Name: Kamath Homestay - Homestay in Murudeshwar
Link: https://www.google.com/maps/search/Kamath+Homestay+-+Homestay+in+Murudeshwar/@14.095386099999999,74.4893077?authuser=0&hl=en&entry=ttu
Reviews: 134 reviews

Name: NC Homestay
Link: https://www.google.com/maps/search/NC+Homestay/@14.0872742,74.4954509?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Thotada mane|ತೋಟದ ಮನೆ
Link: https://www.google.com/maps/search/Thotada+mane%7C%E0%B2%A4%E0%B3%8B%E0%B2%9F%E0%B2%A6+%E0%B2%AE%E0%B2%A8%E0%B3%86/@14.0956976,74.4881073?authuser=0&hl=en&entry=ttu
Reviews: 38 reviews

Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: MAHASATHI HOME STAY
Link: https://www.google.com/maps/search/MAHASATHI+HOME+STAY/@14.080437499999999,74.4930625?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews",,,,Katthi mane (Owner),https://www.google.com/maps/contrib/105604102056550598778,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xt-UEBEakE3s5p8ntNI2MQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.27964&pitch=0&thumbfov=100,Home Stay,Home Stay,,,Open All Days,"ಗಂಗೋತ್ರಿ ಹೋಮ್ ಸ್ಟೇ ಗರ್ಡಿಗದ್ದೆ, ಶೆಟ್ಟಿ ಕೇರಿ ರೋಡ್, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Katthi+mane/data=!4m7!3m6!1s0x3bbc471f3e95eb67:0x7da477134ab214f2!8m2!3d14.091122!4d74.4947773!16s%2Fg%2F11j7kbxxw5!19sChIJZ-uVPh9HvDsR8hSyShN3pH0?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJbxL83bVHvDsR5Cc46PiLiX0,S Louis Tourist & home stay murudeshwar,S Louis Tourist,,17,4.4,"Name: MURDESHWAR BIKE RENTAL & TAXI SERVICE
Link: https://www.google.com/maps/search/MURDESHWAR+BIKE+RENTAL+%26+TAXI+SERVICE/@14.0947284,74.4902824?authuser=0&hl=en&entry=ttu
Reviews: 439 reviews

Name: Mr Riders Bike Rentals and Taxi Service
Link: https://www.google.com/maps/search/Mr+Riders+Bike+Rentals+and+Taxi+Service/@14.0958236,74.50507619999999?authuser=0&hl=en&entry=ttu
Reviews: 290 reviews

Name: Shri Siddivinayak Travels
Link: https://www.google.com/maps/search/Shri+Siddivinayak+Travels/@14.094774699999999,74.4863676?authuser=0&hl=en&entry=ttu
Reviews: 108 reviews

Name: R R tours & Travels
Link: https://www.google.com/maps/search/R+R+tours+%26+Travels/@14.0944366,74.4862517?authuser=0&hl=en&entry=ttu
Reviews: 102 reviews

Name: Murdeshwartaxiservice
Link: https://www.google.com/maps/search/Murdeshwartaxiservice/@14.088423100000002,74.48950099999999?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews",,099863 58057,,S Louis Tourist & home stay murudeshwar (Owner),https://www.google.com/maps/contrib/112669646354463509311,https://lh3.ggpht.com/p/AF1QipNQimMbzNmBrxiemsOreURtc3lYnr9X70vkP4U0=s1024,Taxi service,Taxi service,,,Open All Days,"Murudeshwar Temple Hwy, Matadahitlu, Murdeshwar, Karnataka 581350",rooms,https://www.google.com/maps/place/S+Louis+Tourist+%26+home+stay+murudeshwar/data=!4m7!3m6!1s0x3bbc47b5ddfc126f:0x7d898bf8e83827e4!8m2!3d14.0895444!4d74.4896709!16s%2Fg%2F11g4dtym50!19sChIJbxL83bVHvDsR5Cc46PiLiX0?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJneh6nepHvDsRRZF7F6xh4xM,Mradesha Nivasa,,,10,4.6,"Name: Sri Lakshmi Nivasa
Link: https://www.google.com/maps/search/Sri+Lakshmi+Nivasa/@14.0957489,74.49104?authuser=0&hl=en&entry=ttu
Reviews: 50 reviews

Name: Murudeshwar Rooms
Link: https://www.google.com/maps/search/Murudeshwar+Rooms/@14.089504799999998,74.49298329999999?authuser=0&hl=en&entry=ttu
Reviews: 11 reviews

Name: Murudeshwar boarding and lodging
Link: https://www.google.com/maps/search/Murudeshwar+boarding+and+lodging/@14.0946173,74.48756050000001?authuser=0&hl=en&entry=ttu
Reviews: 10 reviews

Name: Navdurgha Home Stay
Link: https://www.google.com/maps/search/Navdurgha+Home+Stay/@14.0979436,74.4894032?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews",,,,Mradesha Nivasa (Owner),https://www.google.com/maps/contrib/109216814928912981810,https://lh3.ggpht.com/p/AF1QipOfFeGIF6mCs0sbz9tYoqHf1q42XM_8s-89L9Kx=s1024,Holiday home,Holiday home,,,Open All Days,"near NWKSRTC Bus Stand, Murdeshwar, Karnataka 581350","property, bus",https://www.google.com/maps/place/Mradesha+Nivasa/data=!4m7!3m6!1s0x3bbc47ea9d7ae89d:0x13e361ac177b9145!8m2!3d14.0950684!4d74.4897097!16s%2Fg%2F11x1vmrhl4!19sChIJneh6nepHvDsRRZF7F6xh4xM?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJg47HMaZHvDsRFxxGQeapuuw,Amrut Inn,,,29,4.8,,,095383 28121,,Amrut Inn (Owner),https://www.google.com/maps/contrib/111758191670514776526,https://lh3.ggpht.com/p/AF1QipMJZDouCyQmwg_OMuApD263Ww7kl2nMPm1hWj6z=s1024,Lodge,Lodge,,,Open All Days,"Temple Road, near KDCC Bank, Murdeshwar, Karnataka 581350","clean rooms, hospitality, choice, property, price, gopuram, lord shiva, family room",https://www.google.com/maps/place/Amrut+Inn/data=!4m7!3m6!1s0x3bbc47a631c78e83:0xecbaa9e641461c17!8m2!3d14.0947821!4d74.486962!16s%2Fg%2F11mcmj4f8f!19sChIJg47HMaZHvDsRFxxGQeapuuw?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJR9h5czVHvDsRb75frVIL82Q,Nithyadar,"N.D Decoration and events
Best reasonable price",,5,4,"Name: NC Homestay
Link: https://www.google.com/maps/search/NC+Homestay/@14.0872742,74.4954509?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Madhu Vijaya Home stay
Link: https://www.google.com/maps/search/Madhu+Vijaya+Home+stay/@14.084608699999999,74.4931397?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Shanti Nivasa Home Stay
Link: https://www.google.com/maps/search/Shanti+Nivasa+Home+Stay/@14.0925742,74.4922131?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews

Name: Navdurgha Home Stay
Link: https://www.google.com/maps/search/Navdurgha+Home+Stay/@14.0979436,74.4894032?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Shanti Nivas Homestay
Link: https://www.google.com/maps/search/Shanti+Nivas+Homestay/@14.088187699999999,74.4945129?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",,099160 14079,,Nithyadar (Owner),https://www.google.com/maps/contrib/101221134508381614769,https://lh3.ggpht.com/p/AG0ilSz3OBN8fRlzi3-FxZXYFexzsc7m_N2dreTWA0wXc8wFtSWiQVLiHMxSpMVvJEOyD94TOmLshGOKwpMuv9oF63xg-LIAbDys_KSLvTr2EdqtFbTp8PK7MSrXV_5vVtz9K882qd7M=s1024,Home Stay,Home Stay,,,Open All Days,"Near, church road, Matadahitlu, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Nithyadar/data=!4m7!3m6!1s0x3bbc47357379d847:0x64f30b52ad5fbe6f!8m2!3d14.0902296!4d74.4918995!16s%2Fg%2F11s99lbqq_!19sChIJR9h5czVHvDsRb75frVIL82Q?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJuTHD2wlBvDsRuFw4xtYFeds,Acharya Bhavana,Events Venue,,13,4.9,"Name: Shree Shree Raghaveshvara Bharati Havyaka Sabhabhavana
Link: https://www.google.com/maps/search/Shree+Shree+Raghaveshvara+Bharati+Havyaka+Sabhabhavana/@14.1137034,74.50292449999999?authuser=0&hl=en&entry=ttu
Reviews: 140 reviews

Name: Aryan Home Stay and Rooms
Link: https://www.google.com/maps/search/Aryan+Home+Stay+and+Rooms/@14.1083567,74.50319499999999?authuser=0&hl=en&entry=ttu
Reviews: 82 reviews

Name: Shivadarshini Residency
Link: https://www.google.com/maps/search/Shivadarshini+Residency/@14.0929909,74.49157249999999?authuser=0&hl=en&entry=ttu
Reviews: 56 reviews

Name: RNS Sabhabhavana
Link: https://www.google.com/maps/search/RNS+Sabhabhavana/@14.0934964,74.48490679999999?authuser=0&hl=en&entry=ttu
Reviews: 11 reviews

Name: Ashirada Residency ಆಶೀರ್ವಾದ ರೆಸಿಡೆನ್ಸಿ murudeshwar
Link: https://www.google.com/maps/search/Ashirada+Residency+%E0%B2%86%E0%B2%B6%E0%B3%80%E0%B2%B0%E0%B3%8D%E0%B2%B5%E0%B2%BE%E0%B2%A6+%E0%B2%B0%E0%B3%86%E0%B2%B8%E0%B2%BF%E0%B2%A1%E0%B3%86%E0%B2%A8%E0%B3%8D%E0%B2%B8%E0%B2%BF+murudeshwar/@14.1222693,74.5051056?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",http://www.pravantravels.com/,094481 42763,,Acharya Bhavana (Owner),https://www.google.com/maps/contrib/109378437244185396998,https://lh3.ggpht.com/p/AF1QipNDdZKmjtIT5egc27Vc0PxblWsgn_6e36FBw5OJ=s1024,Wedding venue,"Wedding venue, Event venue, Home Stay, Religious destination",,,Open All Days,"Bastimakki, NH 66, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Acharya+Bhavana/data=!4m7!3m6!1s0x3bbc4109dbc331b9:0xdb7905d6c6385cb8!8m2!3d14.1137615!4d74.5034055!16s%2Fg%2F11q2vndbjt!19sChIJuTHD2wlBvDsRuFw4xtYFeds?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJPcW5P75HvDsRTa1qcYY7wKs,Totadamane lodge murdeshwar,,,2,4.5,,,091138 09979,,Totadamane lodge murdeshwar (Owner),https://www.google.com/maps/contrib/108393287009961677767,https://lh3.ggpht.com/p/AF1QipOInnC_KIjBxN2KXfazbE9bUB_WYYWLz8PHpklz=s1024,Lodge,Lodge,,,Open All Days,"Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Totadamane+lodge+murdeshwar/data=!4m7!3m6!1s0x3bbc47be3fb9c53d:0xabc03b86716aad4d!8m2!3d14.095333!4d74.4882191!16s%2Fg%2F11x8r0hvkj!19sChIJPcW5P75HvDsRTa1qcYY7wKs?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJByVF44pHvDsR91UP9rXONdA,Murudeshwar Ocean Stay,,,8,5,"Name: NC Homestay
Link: https://www.google.com/maps/search/NC+Homestay/@14.0872742,74.4954509?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Shanti Nivasa Home Stay
Link: https://www.google.com/maps/search/Shanti+Nivasa+Home+Stay/@14.0925742,74.4922131?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews

Name: Navdurgha Home Stay
Link: https://www.google.com/maps/search/Navdurgha+Home+Stay/@14.0979436,74.4894032?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Shri Murdeshwar Home Stay
Link: https://www.google.com/maps/search/Shri+Murdeshwar+Home+Stay/@14.102393099999999,74.5041605?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews

Name: Muddu home stay
Link: https://www.google.com/maps/search/Muddu+home+stay/@14.0852784,74.4948958?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",,,,Murudeshwar Ocean Stay (Owner),https://www.google.com/maps/contrib/109443547713591612569,https://lh3.ggpht.com/p/AF1QipNHKf61rvgIKC8xSYmNrKLHr2EhvZrvMIDxKbeA=s1024,Home Stay,Home Stay,,,Open All Days,"Golf Resort Road, Matadahitlu, Murdeshwar, Karnataka 581421",,https://www.google.com/maps/place/Murudeshwar+Ocean+Stay/data=!4m7!3m6!1s0x3bbc478ae3452507:0xd035ceb5f60f55f7!8m2!3d14.0749869!4d74.4942167!16s%2Fg%2F11x1lm2pbw!19sChIJByVF44pHvDsR91UP9rXONdA?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJNyO7FrxBvDsRu3GRJUg5vlQ,Kumuda Organic Farm Products - Murudeshwar,,,5,5,"Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: Mahaganapati Oil And Flour Mill
Link: https://www.google.com/maps/search/Mahaganapati+Oil+And+Flour+Mill/@14.0770518,74.5049854?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews

Name: Muddu home stay
Link: https://www.google.com/maps/search/Muddu+home+stay/@14.0852784,74.4948958?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",,096065 65079,1,Kumuda Organic Farm Products - Murudeshwar (Owner),,https://lh3.ggpht.com/p/AF1QipPkpPZD5djc2AUMGAs_AeoXt6GJgZDTIL8Q4oJx=s1024,Organic shop,"Organic shop, Organic farm, Home Stay",,,Open All Days,"Annapoorna, Uttara Koppa Rd, near Shri Shivalingeshwar Temple, Kaikini, Murdeshwar, Bhatkal, Karnataka 581421",,https://www.google.com/maps/place/Kumuda+Organic+Farm+Products+-+Murudeshwar/data=!4m7!3m6!1s0x3bbc41bc16bb2337:0x54be3948259171bb!8m2!3d14.0875468!4d74.5252227!16s%2Fg%2F11fm_brmtb!19sChIJNyO7FrxBvDsRu3GRJUg5vlQ?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJ603obx9HvDsRFgL6ihB9NfM,Murudeshwara Beach,,,997,4.5,"Name: Murudeshwara Beach
Link: https://www.google.com/maps/search/Murudeshwara+Beach/@14.101062500000001,74.4863281?authuser=0&hl=en&entry=ttu
Reviews: 1979 reviews

Name: Bhukailasa Cave Museum
Link: https://www.google.com/maps/search/Bhukailasa+Cave+Museum/@14.093684999999999,74.4839083?authuser=0&hl=en&entry=ttu
Reviews: 257 reviews

Name: Tudalli Beach
Link: https://www.google.com/maps/search/Tudalli+Beach/@14.108973299999999,74.4865767?authuser=0&hl=en&entry=ttu
Reviews: 70 reviews

Name: Murdeshwara .com
Link: https://www.google.com/maps/search/Murdeshwara+.com/@14.0949371,74.48653639999999?authuser=0&hl=en&entry=ttu
Reviews: 40 reviews",,,,Murudeshwara Beach (Owner),,https://lh3.ggpht.com/p/AG0ilSwJFhOPQhlu2LPj0zNWT7ef1_t8UiWH38aYQGvaqiUg3UTQK5nttD6byyEgGMdgnBcn9FutKqVt5TgiG5WoD4VsaiTEpkLfp0Ovo-XShuvLahtI8HggaN0kah5YnjzdkyfdyVJ47A=s1024,Public beach,"Public beach, Tourist attraction",,,Open All Days,"3FWP+C84, Murdeshwar, Karnataka","lord shiva, temple, statue, gopura, evening, plastic, tourist place, boating, crowded, spiritual",https://www.google.com/maps/place/Murudeshwara+Beach/data=!4m7!3m6!1s0x3bbc471f6fe84deb:0xf3357d108afa0216!8m2!3d14.0960192!4d74.4858285!16s%2Fg%2F11fl091b4s!19sChIJ603obx9HvDsRFgL6ihB9NfM?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJjdxWobZHvDsRoiZ773syNV0,Murudeshwara Beach,,,1980,4.5,"Name: Murudeshwara Beach
Link: https://www.google.com/maps/search/Murudeshwara+Beach/@14.096019199999999,74.48582850000001?authuser=0&hl=en&entry=ttu
Reviews: 997 reviews

Name: Mhatobar Shri Murudeshwar temple Gate
Link: https://www.google.com/maps/search/Mhatobar+Shri+Murudeshwar+temple+Gate/@14.0979332,74.5043974?authuser=0&hl=en&entry=ttu
Reviews: 375 reviews

Name: Murdeshwara .com
Link: https://www.google.com/maps/search/Murdeshwara+.com/@14.0949371,74.48653639999999?authuser=0&hl=en&entry=ttu
Reviews: 40 reviews

Name: Murdeshwara Pushkarani
Link: https://www.google.com/maps/search/Murdeshwara+Pushkarani/@14.0948482,74.4884926?authuser=0&hl=en&entry=ttu
Reviews: 37 reviews",,080 2235 2828,1,Murudeshwara Beach (Owner),,https://lh3.ggpht.com/p/AG0ilSxYmSmFmOY3qHohAJXYGlbiQiMCkxH1K6X1NyXkEu8I55MBxrh31K-G-tEjszz5GEQI1_yI4tAGbSIV0tt3G7baSwpuXQNES2zLU5LnolZfiH_2pxOiHzN_nMsV4HUlHk5fcYkm=s1024,Beach pavillion,Beach pavillion,,,Open All Days,"4F2P+CGG, Murdeshwar, Karnataka","shiva, statue, clean, temple, sunset, peaceful, tourist place, boating, scuba diving, spiritual",https://www.google.com/maps/place/Murudeshwara+Beach/data=!4m7!3m6!1s0x3bbc47b6a156dc8d:0x5d35327bef7b26a2!8m2!3d14.1010625!4d74.4863281!16s%2Fg%2F11gyyxl1q5!19sChIJjdxWobZHvDsRoiZ773syNV0?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJmwOd7NlGvDsRIkT08vclLFo,Shri Murdeshwara Beach,,,8403,4.5,,,,,,,https://lh3.ggpht.com/p/AG0ilSw_jlVW_B3B0ixs-7mEDuGc3bdM0NeVN4lSat44YXM6NzLmbgcbHsLQjfM0j8F3e-gNIVarEQFTOUZucAeNM4NBl_NxsBqfrQwcyUJbAvEWXGY9gLGF1zVi2cnNI9iLOSzbBVd_=s1024,Beach,Beach,,,Open All Days,"Murdeshwar, Karnataka","lord shiva, temple, statue, gopuram, spiritual, boating, speed boat, pilgrimage, linga, darshan",https://www.google.com/maps/place/Shri+Murdeshwara+Beach/data=!4m7!3m6!1s0x3bbc46d9ec9d039b:0x5a2c25f7f2f44422!8m2!3d14.0949418!4d74.4842215!16s%2Fg%2F11c38k4q_h!19sChIJmwOd7NlGvDsRIkT08vclLFo?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJKyuWi9NAvDsRkEyeQ9jaexI,Hotel Highland Murdeshwar,,,9,3.9,"Name: Shri Murudeshwar Resisdency
Link: https://www.google.com/maps/search/Shri+Murudeshwar+Resisdency/@14.096820999999998,74.50117019999999?authuser=0&hl=en&entry=ttu
Reviews: 142 reviews

Name: Family home stay murdeshwar
Link: https://www.google.com/maps/search/Family+home+stay+murdeshwar/@14.083976,74.499309?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Murudeshwar Rooms
Link: https://www.google.com/maps/search/Murudeshwar+Rooms/@14.089504799999998,74.49298329999999?authuser=0&hl=en&entry=ttu
Reviews: 11 reviews

Name: Mohan Hotel
Link: https://www.google.com/maps/search/Mohan+Hotel/@14.0978151,74.5048158?authuser=0&hl=en&entry=ttu
Reviews: 10 reviews

Name: Shri Murdeshwar Home Stay
Link: https://www.google.com/maps/search/Shri+Murdeshwar+Home+Stay/@14.102393099999999,74.5041605?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews",,,1,Hotel Highland Murdeshwar (Owner),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vQNo3SbYqJQ3iKHEKzIatg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.873055&pitch=0&thumbfov=100,Lodge,Lodge,,,Open All Days,Karnataka 581350,,https://www.google.com/maps/place/Hotel+Highland+Murdeshwar/data=!4m7!3m6!1s0x3bbc40d38b962b2b:0x127bdad8439e4c90!8m2!3d14.1085017!4d74.5037775!16s%2Fg%2F11v06zb4lt!19sChIJKyuWi9NAvDsRkEyeQ9jaexI?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJQ6xI09lGvDsRULcQ0wTGYf4,Arun Tourist Home and Travels,,,3,4.3,"Name: Naik Tour and Travels
Link: https://www.google.com/maps/search/Naik+Tour+and+Travels/@14.094826999999999,74.4871491?authuser=0&hl=en&entry=ttu
Reviews: 112 reviews

Name: Pravan travels
Link: https://www.google.com/maps/search/Pravan+travels/@14.0946549,74.4896144?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Murdeshwr tours and travels..
Link: https://www.google.com/maps/search/Murdeshwr+tours+and+travels../@14.094529399999999,74.4861561?authuser=0&hl=en&entry=ttu
Reviews: 9 reviews",,094831 47841,1,Arun Tourist Home and Travels (Owner),,https://lh3.ggpht.com/p/AG0ilSyOL-Fd8v4Uhl0W0DeYo0GuuE7e5D2eVV9LdlEPHNNIQT0pc8--JkQDcBchZgAIkuXLhV-f7cmRqbytm2vGIH6VAp8-BdhQVyTLqph9DRPz-U0bdWSqMsXdWMTttg2I1T23D53M=s1024,Travel agency,"Travel agency, Lodge",,,Open All Days,"3FXP+CWW, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Arun+Tourist+Home+and+Travels/data=!4m7!3m6!1s0x3bbc46d9d348ac43:0xfe61c604d310b750!8m2!3d14.0986162!4d74.4873415!16s%2Fg%2F11b6c5wwpt!19sChIJQ6xI09lGvDsRULcQ0wTGYf4?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJ3cUK5yJHvDsRYfH1DSCUNSk,Shetty Residency,,,42,3,"Name: Shri Murudeshwar Resisdency
Link: https://www.google.com/maps/search/Shri+Murudeshwar+Resisdency/@14.096820999999998,74.50117019999999?authuser=0&hl=en&entry=ttu
Reviews: 142 reviews

Name: Shivadarshini Residency
Link: https://www.google.com/maps/search/Shivadarshini+Residency/@14.0929909,74.49157249999999?authuser=0&hl=en&entry=ttu
Reviews: 56 reviews

Name: Murudeshwar Rooms
Link: https://www.google.com/maps/search/Murudeshwar+Rooms/@14.089504799999998,74.49298329999999?authuser=0&hl=en&entry=ttu
Reviews: 11 reviews

Name: Murudeshwar boarding and lodging
Link: https://www.google.com/maps/search/Murudeshwar+boarding+and+lodging/@14.0946173,74.48756050000001?authuser=0&hl=en&entry=ttu
Reviews: 10 reviews

Name: Shri Krishna Residency
Link: https://www.google.com/maps/search/Shri+Krishna+Residency/@14.095120999999999,74.4934476?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews",,099642 89516,1,Shetty Residency (Owner),,https://lh3.ggpht.com/p/AG0ilSy3UajUZ38Nw3geGcbZfXpzS_-7SHFG_FEx56R9gp8WemR55FWepBsWHguZ4bXvv0tqL7QhJaW4oU4vACq_kx4-pRXUJ22RcnLgjL3D_e4kJNEJ7v9oZkeSkMOIFIUAoRA49ad-=s1024,Lodge,Lodge,,,Open All Days,"3FVQ+M93, Murudeshwar Temple Hwy, Mavalli, Murdeshwar, Karnataka 581350","mosquitoes, hot water, bed bugs, smell, cost, toilet, photos, walls, windows, book",https://www.google.com/maps/place/Shetty+Residency/data=!4m7!3m6!1s0x3bbc4722e70ac5dd:0x293594200df5f161!8m2!3d14.0941394!4d74.4884263!16s%2Fg%2F11n5s3qp1m!19sChIJ3cUK5yJHvDsRYfH1DSCUNSk?authuser=0&hl=en&rclk=1,home stay in murudeshwar,Home Stay
ChIJcQ6UiNNGvDsR7rKXuSm54uc,Shree Vinayaka Residency,"Unfussy rooms, some with air conditioning, in a down-to-earth hotel with a restaurant.",,1393,3.8,,http://shreevinayakaresidency.com/,095359 61455,,Shree Vinayaka Residency (Owner),https://www.google.com/maps/contrib/111730581945452639599,https://lh3.ggpht.com/p/AF1QipP6MXYgwSd1zDqLQ07h4xQjmwJfxusQI9_vuyun=s1024,Lodge,"Lodge, Restaurant",,,Open All Days,"Murudeshwar Temple Main Road, Murudeshwara, Opp H.P Gas, Bhatkal, Karnataka 581350","hot water, beach, car parking, check in, railway station, room service, mosquitoes, intercom, value, ventilation",https://www.google.com/maps/place/Shree+Vinayaka+Residency/data=!4m7!3m6!1s0x3bbc46d388940e71:0xe7e2b929b997b2ee!8m2!3d14.0953712!4d74.4957363!16s%2Fg%2F11b6gg3c1g!19sChIJcQ6UiNNGvDsR7rKXuSm54uc?authuser=0&hl=en&rclk=1,lodges in murudeshwar,Lodge
ChIJNbIZXNFGvDsR7H6qjJPoeFg,Esha Lodging and Boarding,,,233,3.7,,,097394 79395,,Esha Lodging and Boarding (Owner),https://www.google.com/maps/contrib/118255469151902722145,https://lh3.ggpht.com/p/AG0ilSycyLAp_L2NNpQ5y-domQIYD4dVddBZ40SSGiTvsPbnBkMoeJwHUw5BRW_xSpGz504Esg1ih5e9eJO3GL1-nqYEWRt9mEVIzz_g-5uu7blHwKiO8D5FSp7wsg4XYibCQ62RZDKG=s1024,Lodge,Lodge,,,Open All Days,"Murudeshwar Temple Hwy, Murdeshwar, Karnataka 581350","AC, mosquitoes, service, window, toilet, hot water, noise, owner, star, price",https://www.google.com/maps/place/Esha+Lodging+and+Boarding/data=!4m7!3m6!1s0x3bbc46d15c19b235:0x5878e8938caa7eec!8m2!3d14.095069!4d74.493199!16s%2Fg%2F11b88ymvm3!19sChIJNbIZXNFGvDsR7H6qjJPoeFg?authuser=0&hl=en&rclk=1,lodges in murudeshwar,Lodge
